job_id,workload_name,profile,submission_time,requested_number_of_resources,requested_time,success,final_state,starting_time,execution_time,finish_time,waiting_time,turnaround_time,stretch,allocated_resources,consumed_energy,metadata
95,w0,D_1_2651,5682.000000,1,32400.000000,1,COMPLETED_SUCCESSFULLY,5682.001800,2651.000000,8333.001800,0.001800,2651.001800,1.000001,3432,-1.000000,""
131,w0,D_1_46,8323.000000,1,600.000000,1,COMPLETED_SUCCESSFULLY,8323.001800,46.000000,8369.001800,0.001800,46.001800,1.000039,2,-1.000000,""
94,w0,D_1_2790,5652.000000,1,32400.000000,1,COMPLETED_SUCCESSFULLY,5652.001800,2790.000000,8442.001800,0.001800,2790.001800,1.000001,3431,-1.000000,""
132,w0,D_128_161,8363.000000,128,36000.000000,1,COMPLETED_SUCCESSFULLY,8363.001800,161.000000,8524.001800,0.001800,161.001800,1.000011,3-5 395-406 409 664 991-1006 1218-1221 1223-1313,-1.000000,""
25,w0,D_1_3889,4659.000000,1,32400.000000,1,COMPLETED_SUCCESSFULLY,4659.001800,3889.000000,8548.001800,0.001800,3889.001800,1.000000,1008,-1.000000,""
129,w0,D_1_695,7970.000000,1,32400.000000,1,COMPLETED_SUCCESSFULLY,7970.001800,695.000000,8665.001800,0.001800,695.001800,1.000003,1637,-1.000000,""
14,w0,D_1_4356,4348.000000,1,32400.000000,1,COMPLETED_SUCCESSFULLY,4348.001800,4356.000000,8704.001800,0.001800,4356.001800,1.000000,793,-1.000000,""
90,w0,D_1_3216,5529.000000,1,32400.000000,1,COMPLETED_SUCCESSFULLY,5529.001800,3216.000000,8745.001800,0.001800,3216.001800,1.000001,3393,-1.000000,""
121,w0,D_1_991,7880.000000,1,32400.000000,1,COMPLETED_SUCCESSFULLY,7880.001800,991.000000,8871.001800,0.001800,991.001800,1.000002,407,-1.000000,""
123,w0,D_1_1017,7906.000000,1,32400.000000,1,COMPLETED_SUCCESSFULLY,7906.001800,1017.000000,8923.001800,0.001800,1017.001800,1.000002,2770,-1.000000,""
114,w0,D_4_1235,7779.000000,4,32400.000000,1,COMPLETED_SUCCESSFULLY,7779.001800,1235.000000,9014.001800,0.001800,1235.001800,1.000001,1358-1361,-1.000000,""
122,w0,D_256_1134,7893.000000,256,32400.000000,1,COMPLETED_SUCCESSFULLY,7893.001800,1134.000000,9027.001800,0.001800,1134.001800,1.000002,1636 1638 1895-1927 1929-1931 1933-2063 2337-2409 2411-2418 2764-2769,-1.000000,""
100,w0,D_16_3116,5949.000000,16,32400.000000,1,COMPLETED_SUCCESSFULLY,5949.001800,3116.000000,9065.001800,0.001800,3116.001800,1.000001,1217 2336 3688-3701,-1.000000,""
113,w0,D_8_1436,7764.000000,8,32400.000000,1,COMPLETED_SUCCESSFULLY,7764.001800,1436.000000,9200.001800,0.001800,1436.001800,1.000001,1007 1351-1357,-1.000000,""
130,w0,D_16_1322,7984.000000,16,32400.000000,1,COMPLETED_SUCCESSFULLY,7984.001800,1322.000000,9306.001800,0.001800,1322.001800,1.000001,2791-2806,-1.000000,""
66,w0,D_16_4497,5056.000000,16,32400.000000,1,COMPLETED_SUCCESSFULLY,5056.001800,4497.000000,9553.001800,0.001800,4497.001800,1.000000,2419-2434,-1.000000,""
137,w0,D_1_19,9606.000000,1,1800.000000,1,COMPLETED_SUCCESSFULLY,9606.001800,19.000000,9625.001800,0.001800,19.001800,1.000095,1470,-1.000000,""
86,w0,D_1_4274,5355.000000,1,32400.000000,1,COMPLETED_SUCCESSFULLY,5355.001800,4274.000000,9629.001800,0.001800,4274.001800,1.000000,408,-1.000000,""
118,w0,D_32_1864,7829.000000,32,32400.000000,1,COMPLETED_SUCCESSFULLY,7829.001800,1864.000000,9693.001800,0.001800,1864.001800,1.000001,1368-1376 1484-1506,-1.000000,""
57,w0,D_1_4714,4991.000000,1,32400.000000,1,COMPLETED_SUCCESSFULLY,4991.001800,4714.000000,9705.001800,0.001800,4714.001800,1.000000,663,-1.000000,""
103,w0,D_256_3710,6003.000000,256,32400.000000,1,COMPLETED_SUCCESSFULLY,6003.001800,3710.000000,9713.001800,0.001800,3710.001800,1.000000,827-954 3948-4075,-1.000000,""
18,w0,D_32_5218,4498.000000,32,32400.000000,1,COMPLETED_SUCCESSFULLY,4498.001800,5218.000000,9716.001800,0.001800,5218.001800,1.000000,955-986,-1.000000,""
27,w0,D_128_5025,4694.000000,128,32400.000000,1,COMPLETED_SUCCESSFULLY,4694.001800,5025.000000,9719.001800,0.001800,5025.001800,1.000000,1025-1152,-1.000000,""
140,w0,D_1_52,9730.000000,1,1800.000000,1,COMPLETED_SUCCESSFULLY,9730.001800,52.000000,9782.001800,0.001800,52.001800,1.000035,663,-1.000000,""
19,w0,D_1_5277,4528.000000,1,32400.000000,1,COMPLETED_SUCCESSFULLY,4528.001800,5277.000000,9805.001800,0.001800,5277.001800,1.000000,987,-1.000000,""
128,w0,D_1_1902,7958.000000,1,32400.000000,1,COMPLETED_SUCCESSFULLY,7958.001800,1902.000000,9860.001800,0.001800,1902.001800,1.000001,2790,-1.000000,""
126,w0,D_1_1981,7944.000000,1,32400.000000,1,COMPLETED_SUCCESSFULLY,7944.001800,1981.000000,9925.001800,0.001800,1981.001800,1.000001,2788,-1.000000,""
15,w0,D_1_5619,4360.000000,1,32400.000000,1,COMPLETED_SUCCESSFULLY,4360.001800,5619.000000,9979.001800,0.001800,5619.001800,1.000000,794,-1.000000,""
71,w0,D_16_4904,5090.000000,16,32400.000000,1,COMPLETED_SUCCESSFULLY,5090.001800,4904.000000,9994.001800,0.001800,4904.001800,1.000000,2492-2507,-1.000000,""
89,w0,D_256_4515,5500.000000,256,32400.000000,1,COMPLETED_SUCCESSFULLY,5500.001800,4515.000000,10015.001800,0.001800,4515.001800,1.000000,411-662 1222 3390-3392,-1.000000,""
125,w0,D_16_2084,7931.000000,16,32400.000000,1,COMPLETED_SUCCESSFULLY,7931.001800,2084.000000,10015.001800,0.001800,2084.001800,1.000001,2772-2787,-1.000000,""
149,w0,D_1_162,9900.000000,1,21600.000000,1,COMPLETED_SUCCESSFULLY,9900.001800,162.000000,10062.001800,0.001800,162.001800,1.000011,1065,-1.000000,""
116,w0,D_4_2286,7803.000000,4,32400.000000,1,COMPLETED_SUCCESSFULLY,7803.001800,2286.000000,10089.001800,0.001800,2286.001800,1.000001,1363-1366,-1.000000,""
133,w0,D_1_734,9418.000000,1,21600.000000,1,COMPLETED_SUCCESSFULLY,9418.001800,734.000000,10152.001800,0.001800,734.001800,1.000002,2,-1.000000,""
115,w0,D_1_2447,7789.000000,1,32400.000000,1,COMPLETED_SUCCESSFULLY,7789.001800,2447.000000,10236.001800,0.001800,2447.001800,1.000001,1362,-1.000000,""
49,w0,D_1_5486,4923.000000,1,32400.000000,1,COMPLETED_SUCCESSFULLY,4923.001800,5486.000000,10409.001800,0.001800,5486.001800,1.000000,1932,-1.000000,""
91,w0,D_1_4930,5557.000000,1,32400.000000,1,COMPLETED_SUCCESSFULLY,5557.001800,4930.000000,10487.001800,0.001800,4930.001800,1.000000,3394,-1.000000,""
22,w0,D_1_5996,4614.000000,1,32400.000000,1,COMPLETED_SUCCESSFULLY,4614.001800,5996.000000,10610.001800,0.001800,5996.001800,1.000000,990,-1.000000,""
78,w0,D_1_5504,5156.000000,1,32400.000000,1,COMPLETED_SUCCESSFULLY,5156.001800,5504.000000,10660.001800,0.001800,5504.001800,1.000000,3279,-1.000000,""
124,w0,D_1_2756,7918.000000,1,32400.000000,1,COMPLETED_SUCCESSFULLY,7918.001800,2756.000000,10674.001800,0.001800,2756.001800,1.000001,2771,-1.000000,""
142,w0,D_64_963,9772.000000,64,32400.000000,1,COMPLETED_SUCCESSFULLY,9772.001800,963.000000,10735.001800,0.001800,963.001800,1.000002,828-891,-1.000000,""
55,w0,D_256_5835,4969.000000,256,32400.000000,1,COMPLETED_SUCCESSFULLY,4969.001800,5835.000000,10804.001800,0.001800,5835.001800,1.000000,2080-2335,-1.000000,""
159,w0,D_1_54,10810.000000,1,900.000000,1,COMPLETED_SUCCESSFULLY,10810.001800,54.000000,10864.001800,0.001800,54.001800,1.000033,424,-1.000000,""
64,w0,D_1_5838,5048.000000,1,32400.000000,1,COMPLETED_SUCCESSFULLY,5048.001800,5838.000000,10886.001800,0.001800,5838.001800,1.000000,2410,-1.000000,""
101,w0,D_1_4976,5953.000000,1,32400.000000,1,COMPLETED_SUCCESSFULLY,5953.001800,4976.000000,10929.001800,0.001800,4976.001800,1.000000,3707,-1.000000,""
162,w0,D_32_53,10932.000000,32,900.000000,1,COMPLETED_SUCCESSFULLY,10932.001800,53.000000,10985.001800,0.001800,53.001800,1.000034,556-587,-1.000000,""
163,w0,D_128_72,10953.000000,128,1800.000000,1,COMPLETED_SUCCESSFULLY,10953.001800,72.000000,11025.001800,0.001800,72.001800,1.000025,588-662 794 828-879,-1.000000,""
158,w0,D_8_377,10711.000000,8,480.000000,1,COMPLETED_SUCCESSFULLY,10711.001800,377.000000,11088.001800,0.001800,377.001800,1.000005,416-423,-1.000000,""
117,w0,D_1_3337,7816.000000,1,32400.000000,1,COMPLETED_SUCCESSFULLY,7816.001800,3337.000000,11153.001800,0.001800,3337.001800,1.000001,1367,-1.000000,""
167,w0,D_4_14,11170.000000,4,21600.000000,1,COMPLETED_SUCCESSFULLY,11170.001800,14.000000,11184.001800,0.001800,14.001800,1.000129,564-567,-1.000000,""
169,w0,D_128_12,11271.000000,128,120.000000,1,COMPLETED_SUCCESSFULLY,11271.001800,12.000000,11283.001800,0.001800,12.001800,1.000150,856-879 882-891 990 1065 1222 1362-1367 1932 2080-2163,-1.000000,""
170,w0,D_128_12,11283.000000,128,120.000000,1,COMPLETED_SUCCESSFULLY,11283.001800,12.000000,11295.001800,0.001800,12.001800,1.000150,2164-2291,-1.000000,""
171,w0,D_1_11,11297.000000,1,120.000000,1,COMPLETED_SUCCESSFULLY,11297.001800,11.000000,11308.001800,0.001800,11.001800,1.000164,856,-1.000000,""
168,w0,D_128_76,11249.000000,128,900.000000,1,COMPLETED_SUCCESSFULLY,11249.001800,76.000000,11325.001800,0.001800,76.001800,1.000024,564-662 794 828-855,-1.000000,""
172,w0,D_1_17,11310.000000,1,120.000000,1,COMPLETED_SUCCESSFULLY,11310.001800,17.000000,11327.001800,0.001800,17.001800,1.000106,856,-1.000000,""
174,w0,D_8_9,11328.000000,8,120.000000,1,COMPLETED_SUCCESSFULLY,11328.001800,9.000000,11337.001800,0.001800,9.001800,1.000200,564-571,-1.000000,""
175,w0,D_256_11,11336.000000,256,120.000000,1,COMPLETED_SUCCESSFULLY,11336.001800,11.000000,11347.001800,0.001800,11.001800,1.000164,572-662 794 828-856 2293-2335 2410 2492-2507 2771-2787 2888-2945,-1.000000,""
176,w0,D_2_13,11339.000000,2,3600.000000,1,COMPLETED_SUCCESSFULLY,11339.001800,13.000000,11352.001800,0.001800,13.001800,1.000138,564-565,-1.000000,""
177,w0,D_16_12,11347.000000,16,120.000000,1,COMPLETED_SUCCESSFULLY,11347.001800,12.000000,11359.001800,0.001800,12.001800,1.000150,566-571 2946-2955,-1.000000,""
178,w0,D_4_12,11359.000000,4,120.000000,1,COMPLETED_SUCCESSFULLY,11359.001800,12.000000,11371.001800,0.001800,12.001800,1.000150,564-565 572-573,-1.000000,""
179,w0,D_1_12,11371.000000,1,120.000000,1,COMPLETED_SUCCESSFULLY,11371.001800,12.000000,11383.001800,0.001800,12.001800,1.000150,566,-1.000000,""
173,w0,D_256_79,11310.000000,256,1800.000000,1,COMPLETED_SUCCESSFULLY,11310.002400,79.000000,11389.002400,0.002400,79.002400,1.000030,857-879 882-891 990 1065 1222 1362-1367 1932 2080-2292,-1.000000,""
180,w0,D_128_12,11380.000000,128,3600.000000,1,COMPLETED_SUCCESSFULLY,11380.001800,12.000000,11392.001800,0.001800,12.001800,1.000150,564-565 567-662 794 828-856,-1.000000,""
191,w0,D_1_9,11383.000000,1,120.000000,1,COMPLETED_SUCCESSFULLY,11383.001800,9.000000,11392.001800,0.001800,9.001800,1.000200,3366,-1.000000,""
181,w0,D_32_12,11380.000000,32,3600.000000,1,COMPLETED_SUCCESSFULLY,11380.002400,12.000000,11392.002400,0.002400,12.002400,1.000200,2293-2324,-1.000000,""
182,w0,D_1_12,11380.000000,1,3600.000000,1,COMPLETED_SUCCESSFULLY,11380.003000,12.000000,11392.003000,0.003000,12.003000,1.000250,2325,-1.000000,""
183,w0,D_1_12,11380.000000,1,3600.000000,1,COMPLETED_SUCCESSFULLY,11380.003600,12.000000,11392.003600,0.003600,12.003600,1.000300,2326,-1.000000,""
184,w0,D_256_12,11380.000000,256,3600.000000,1,COMPLETED_SUCCESSFULLY,11380.004200,12.000000,11392.004200,0.004200,12.004200,1.000350,2327-2335 2410 2492-2507 2771-2787 2888-3019 3276 3279 3281-3359,-1.000000,""
186,w0,D_1_12,11380.000000,1,3600.000000,1,COMPLETED_SUCCESSFULLY,11380.005400,12.000000,11392.005400,0.005400,12.005400,1.000450,3361,-1.000000,""
187,w0,D_1_12,11380.000000,1,3600.000000,1,COMPLETED_SUCCESSFULLY,11380.006000,12.000000,11392.006000,0.006000,12.006000,1.000500,3362,-1.000000,""
188,w0,D_1_12,11380.000000,1,3600.000000,1,COMPLETED_SUCCESSFULLY,11380.006600,12.000000,11392.006600,0.006600,12.006600,1.000550,3363,-1.000000,""
189,w0,D_1_12,11380.000000,1,3600.000000,1,COMPLETED_SUCCESSFULLY,11380.007200,12.000000,11392.007200,0.007200,12.007200,1.000600,3364,-1.000000,""
190,w0,D_1_12,11380.000000,1,3600.000000,1,COMPLETED_SUCCESSFULLY,11380.007800,12.000000,11392.007800,0.007800,12.007800,1.000650,3365,-1.000000,""
155,w0,D_1_1338,10066.000000,1,21600.000000,1,COMPLETED_SUCCESSFULLY,10066.001800,1338.000000,11404.001800,0.001800,1338.001800,1.000001,411,-1.000000,""
192,w0,D_16_13,11394.000000,16,120.000000,1,COMPLETED_SUCCESSFULLY,11394.001800,13.000000,11407.001800,0.001800,13.001800,1.000138,564-579,-1.000000,""
193,w0,D_1_11,11407.000000,1,120.000000,1,COMPLETED_SUCCESSFULLY,11407.001800,11.000000,11418.001800,0.001800,11.001800,1.000164,411,-1.000000,""
194,w0,D_1_12,11417.000000,1,3600.000000,1,COMPLETED_SUCCESSFULLY,11417.001800,12.000000,11429.001800,0.001800,12.001800,1.000150,564,-1.000000,""
206,w0,D_16_9,11420.000000,16,120.000000,1,COMPLETED_SUCCESSFULLY,11420.001800,9.000000,11429.001800,0.001800,9.001800,1.000200,411 3283-3297,-1.000000,""
195,w0,D_1_12,11417.000000,1,3600.000000,1,COMPLETED_SUCCESSFULLY,11417.002400,12.000000,11429.002400,0.002400,12.002400,1.000200,565,-1.000000,""
196,w0,D_8_12,11417.000000,8,3600.000000,1,COMPLETED_SUCCESSFULLY,11417.003000,12.000000,11429.003000,0.003000,12.003000,1.000250,566-573,-1.000000,""
197,w0,D_128_12,11417.000000,128,3600.000000,1,COMPLETED_SUCCESSFULLY,11417.003600,12.000000,11429.003600,0.003600,12.003600,1.000300,574-662 794 828-865,-1.000000,""
198,w0,D_256_12,11417.000000,256,3600.000000,1,COMPLETED_SUCCESSFULLY,11417.004200,12.000000,11429.004200,0.004200,12.004200,1.000350,866-879 882-891 990 1065 1222 1362-1367 1932 2080-2301,-1.000000,""
199,w0,D_128_12,11417.000000,128,3600.000000,1,COMPLETED_SUCCESSFULLY,11417.004800,12.000000,11429.004800,0.004800,12.004800,1.000400,2302-2335 2410 2492-2507 2771-2787 2888-2947,-1.000000,""
200,w0,D_1_12,11417.000000,1,3600.000000,1,COMPLETED_SUCCESSFULLY,11417.005400,12.000000,11429.005400,0.005400,12.005400,1.000450,2948,-1.000000,""
201,w0,D_1_12,11417.000000,1,3600.000000,1,COMPLETED_SUCCESSFULLY,11417.006000,12.000000,11429.006000,0.006000,12.006000,1.000500,2949,-1.000000,""
202,w0,D_1_12,11417.000000,1,3600.000000,1,COMPLETED_SUCCESSFULLY,11417.006600,12.000000,11429.006600,0.006600,12.006600,1.000550,2950,-1.000000,""
203,w0,D_64_12,11417.000000,64,3600.000000,1,COMPLETED_SUCCESSFULLY,11417.007200,12.000000,11429.007200,0.007200,12.007200,1.000600,2951-3014,-1.000000,""
204,w0,D_8_12,11417.000000,8,3600.000000,1,COMPLETED_SUCCESSFULLY,11417.007800,12.000000,11429.007800,0.007800,12.007800,1.000650,3015-3019 3276 3279 3281,-1.000000,""
205,w0,D_1_12,11417.000000,1,3600.000000,1,COMPLETED_SUCCESSFULLY,11417.008400,12.000000,11429.008400,0.008400,12.008400,1.000700,3282,-1.000000,""
207,w0,D_4_18,11428.000000,4,120.000000,1,COMPLETED_SUCCESSFULLY,11428.001800,18.000000,11446.001800,0.001800,18.001800,1.000100,3298-3301,-1.000000,""
