time,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing
12268,0,0,0,11032,4648
12270,0,0,0,11033,4647
12271,0,0,0,11032,4648
12273,0,0,0,11033,4647
12274,0,0,0,11032,4648
12275,0,0,0,11033,4647
12277,0,0,0,11032,4648
12279,0,0,0,11033,4647
12281,0,0,0,11017,4663
12284,0,0,0,11033,4647
12285,0,0,0,11017,4663
12287,0,0,0,11033,4647
12289,0,0,0,11032,4648
12291,0,0,0,11033,4647
12293,0,0,0,11029,4651
12295,0,0,0,11033,4647
12297,0,0,0,10905,4775
12298,0,0,0,11033,4647
12301,0,0,0,11032,4648
12302,0,0,0,11033,4647
12304,0,0,0,10969,4711
12305,0,0,0,11033,4647
12307,0,0,0,10777,4903
12309,0,0,0,11033,4647
12311,0,0,0,11017,4663
12311,0,0,0,10985,4695
12312,0,0,0,11017,4663
12314,0,0,0,10761,4919
12316,0,0,0,11017,4663
12318,0,0,0,11016,4664
12319,0,0,0,11017,4663
12321,0,0,0,10761,4919
12323,0,0,0,11017,4663
12325,0,0,0,10985,4695
12326,0,0,0,11017,4663
12328,0,0,0,11001,4679
12329,0,0,0,11017,4663
12331,0,0,0,11013,4667
12332,0,0,0,11017,4663
12335,0,0,0,11016,4664
12336,0,0,0,11017,4663
12338,0,0,0,11001,4679
12339,0,0,0,11017,4663
12341,0,0,0,11016,4664
12342,0,0,0,11017,4663
12344,0,0,0,11015,4665
12345,0,0,0,11017,4663
12347,0,0,0,11016,4664
12348,0,0,0,11017,4663
12350,0,0,0,11016,4664
12351,0,0,0,11017,4663
12353,0,0,0,11016,4664
12353,0,0,0,11015,4665
12355,0,0,0,11016,4664
12356,0,0,0,11014,4666
12358,0,0,0,11016,4664
12360,0,0,0,10760,4920
12361,0,0,0,11016,4664
12362,0,0,0,11015,4665
12363,0,0,0,11016,4664
12365,0,0,0,11008,4672
12365,0,0,0,10880,4800
12366,0,0,0,10888,4792
12368,0,0,0,10856,4824
12369,0,0,0,10888,4792
12371,0,0,0,10856,4824
12372,0,0,0,10888,4792
12374,0,0,0,10760,4920
12376,0,0,0,10888,4792
12379,0,0,0,10872,4808
12380,0,0,0,10888,4792
12382,0,0,0,10887,4793
12382,0,0,0,10871,4809
12383,0,0,0,10872,4808
12385,0,0,0,10864,4816
12386,0,0,0,10872,4808
12388,0,0,0,10840,4840
12389,0,0,0,10872,4808
12391,0,0,0,10871,4809
12392,0,0,0,10870,4810
12394,0,0,0,10871,4809
12395,0,0,0,10807,4873
12395,0,0,0,10679,5001
12396,0,0,0,10807,4873
12398,0,0,0,10805,4875
12400,0,0,0,10807,4873
12401,0,0,0,10806,4874
12403,0,0,0,10807,4873
12404,0,0,0,10679,5001
12405,0,0,0,10807,4873
12406,0,0,0,10806,4874
12406,0,0,0,10805,4875
12407,0,0,0,10806,4874
12409,0,0,0,10805,4875
12410,0,0,0,10806,4874
12412,0,0,0,10805,4875
12414,0,0,0,10806,4874
12415,0,0,0,10805,4875
12417,0,0,0,10806,4874
12418,0,0,0,10802,4878
12419,0,0,0,10806,4874
12421,0,0,0,10798,4882
12423,0,0,0,10806,4874
12426,0,0,0,10805,4875
12427,0,0,0,10806,4874
12429,0,0,0,10742,4938
12430,0,0,0,10806,4874
12432,0,0,0,10805,4875
12433,0,0,0,10806,4874
12434,0,0,0,10774,4906
12435,0,0,0,10806,4874
12437,0,0,0,10790,4890
12438,0,0,0,10806,4874
12440,0,0,0,10678,5002
12441,0,0,0,10679,5001
12442,0,0,0,10807,4873
12443,0,0,0,10805,4875
12443,0,0,0,10801,4879
12444,0,0,0,10805,4875
12446,0,0,0,10677,5003
12447,0,0,0,10805,4875
12450,0,0,0,10804,4876
12451,0,0,0,10805,4875
12452,0,0,0,10804,4876
12453,0,0,0,10803,4877
12454,0,0,0,10804,4876
12456,0,0,0,10800,4880
12457,0,0,0,10804,4876
12459,0,0,0,10800,4880
12460,0,0,0,10804,4876
12462,0,0,0,10800,4880
12463,0,0,0,10804,4876
12465,0,0,0,10800,4880
12466,0,0,0,10804,4876
12469,0,0,0,10548,5132
12469,0,0,0,10532,5148
12469,0,0,0,10531,5149
12470,0,0,0,10787,4893
12472,0,0,0,10771,4909
12474,0,0,0,10787,4893
12476,0,0,0,10659,5021
12477,0,0,0,10658,5022
12478,0,0,0,10786,4894
12479,0,0,0,10784,4896
12480,0,0,0,10786,4894
12481,0,0,0,10770,4910
12482,0,0,0,10786,4894
12484,0,0,0,10785,4895
12485,0,0,0,10787,4893
12485,0,0,0,10788,4892
12487,0,0,0,10787,4893
12487,0,0,0,10779,4901
12488,0,0,0,10780,4900
12488,0,0,0,10788,4892
12489,0,0,0,10660,5020
12491,0,0,0,10788,4892
12492,0,0,0,10784,4896
12493,0,0,0,10788,4892
12495,0,0,0,10780,4900
12497,0,0,0,10788,4892
12500,0,0,0,10787,4893
12501,0,0,0,10788,4892
12503,0,0,0,10787,4893
12503,0,0,0,10755,4925
12504,0,0,0,10787,4893
12507,0,0,0,10771,4909
12508,0,0,0,10787,4893
12510,0,0,0,10786,4894
12511,0,0,0,10787,4893
12513,0,0,0,10786,4894
12516,0,0,0,10787,4893
12516,0,0,0,10659,5021
12518,0,0,0,10787,4893
12519,0,0,0,10771,4909
12520,0,0,0,10787,4893
12521,0,0,0,10786,4894
12522,0,0,0,10802,4878
12522,0,0,0,10803,4877
12524,0,0,0,10795,4885
12524,0,0,0,10794,4886
12525,0,0,0,10795,4885
12527,0,0,0,10794,4886
12529,0,0,0,10795,4885
12531,0,0,0,10779,4901
12532,0,0,0,10795,4885
12533,0,0,0,10794,4886
12534,0,0,0,10795,4885
12536,0,0,0,10667,5013
12537,0,0,0,10795,4885
12539,0,0,0,10787,4893
12540,0,0,0,10795,4885
12542,0,0,0,10794,4886
12543,0,0,0,10795,4885
12545,0,0,0,10791,4889
12547,0,0,0,10795,4885
12549,0,0,0,10794,4886
12550,0,0,0,10795,4885
12552,0,0,0,10763,4917
12553,0,0,0,10795,4885
12555,0,0,0,10794,4886
12556,0,0,0,10795,4885
12558,0,0,0,10794,4886
12559,0,0,0,10795,4885
12562,0,0,0,10793,4887
12563,0,0,0,10795,4885
12566,0,0,0,10539,5141
12568,0,0,0,10795,4885
12570,0,0,0,10794,4886
12572,0,0,0,10795,4885
12573,0,0,0,10794,4886
12574,0,0,0,10795,4885
12576,0,0,0,10787,4893
12577,0,0,0,10795,4885
12580,0,0,0,10791,4889
12581,0,0,0,10795,4885
12584,0,0,0,10811,4869
12584,0,0,0,10795,4885
12585,0,0,0,10811,4869
12586,0,0,0,10810,4870
12588,0,0,0,10811,4869
12591,0,0,0,10683,4997
12592,0,0,0,10811,4869
12594,0,0,0,10683,4997
12595,0,0,0,10811,4869
12598,0,0,0,10810,4870
12599,0,0,0,10811,4869
12602,0,0,0,10810,4870
12603,0,0,0,10811,4869
12604,0,0,0,10810,4870
12605,0,0,0,10811,4869
12606,0,0,0,10810,4870
12607,0,0,0,10811,4869
12610,0,0,0,10683,4997
12612,0,0,0,10811,4869
12613,0,0,0,10810,4870
12614,0,0,0,10811,4869
12616,0,0,0,10807,4873
12617,0,0,0,10811,4869
12620,0,0,0,10810,4870
12621,0,0,0,10811,4869
12623,0,0,0,10803,4877
12624,0,0,0,10811,4869
12627,0,0,0,10810,4870
12628,0,0,0,10811,4869
12631,0,0,0,10779,4901
12633,0,0,0,10811,4869
12634,0,0,0,10810,4870
12634,0,0,0,10811,4869
12635,0,0,0,10812,4868
12636,0,0,0,10780,4900
12638,0,0,0,10812,4868
12639,0,0,0,10556,5124
12640,0,0,0,10812,4868
12641,0,0,0,10684,4996
12643,0,0,0,10812,4868
12644,0,0,0,10811,4869
12645,0,0,0,10812,4868
12646,0,0,0,10813,4867
12647,0,0,0,10557,5123
12648,0,0,0,10813,4867
12651,0,0,0,10797,4883
12652,0,0,0,10813,4867
12655,0,0,0,10557,5123
12656,0,0,0,10813,4867
12658,0,0,0,10812,4868
12660,0,0,0,10813,4867
12662,0,0,0,10805,4875
12664,0,0,0,10813,4867
12666,0,0,0,10557,5123
12667,0,0,0,10565,5115
12667,0,0,0,10821,4859
12669,0,0,0,10565,5115
12669,0,0,0,10564,5116
12670,0,0,0,10565,5115
12672,0,0,0,10533,5147
12673,0,0,0,10565,5115
12675,0,0,0,10557,5123
12676,0,0,0,10565,5115
12678,0,0,0,10557,5123
12679,0,0,0,10565,5115
12681,0,0,0,10557,5123
12683,0,0,0,10565,5115
12685,0,0,0,10557,5123
12687,0,0,0,10565,5115
12689,0,0,0,10557,5123
12691,0,0,0,10565,5115
12694,0,0,0,10533,5147
12695,0,0,0,10565,5115
12698,0,0,0,10549,5131
12699,0,0,0,10565,5115
12702,0,0,0,10561,5119
12703,0,0,0,10565,5115
12706,0,0,0,10557,5123
12707,0,0,0,10565,5115
12710,0,0,0,10564,5116
12711,0,0,0,10565,5115
12714,0,0,0,10564,5116
12715,0,0,0,10565,5115
12717,0,0,0,10561,5119
12719,0,0,0,10565,5115
12721,0,0,0,10564,5116
12723,0,0,0,10565,5115
12724,0,0,0,10309,5371
12727,0,0,0,10565,5115
12728,0,0,0,10564,5116
12730,0,0,0,10565,5115
12731,0,0,0,10557,5123
12732,0,0,0,10565,5115
12734,0,0,0,10564,5116
12734,0,0,0,10308,5372
12837,0,0,0,10307,5373
12838,0,0,0,10303,5377
12839,0,0,0,10304,5376
12841,0,0,0,10303,5377
12842,0,0,0,10304,5376
12844,0,0,0,10288,5392
12845,0,0,0,10304,5376
12846,0,0,0,10288,5392
12847,0,0,0,10304,5376
12848,0,0,0,10303,5377
12849,0,0,0,10304,5376
12851,0,0,0,10300,5380
12852,0,0,0,10304,5376
12854,0,0,0,10303,5377
12855,0,0,0,10304,5376
12856,0,0,0,10300,5380
12857,0,0,0,10304,5376
12859,0,0,0,10176,5504
12860,0,0,0,10304,5376
12862,0,0,0,10303,5377
12864,0,0,0,10304,5376
12867,0,0,0,10048,5632
12868,0,0,0,10304,5376
12870,0,0,0,10303,5377
12871,0,0,0,10304,5376
12872,0,0,0,10300,5380
12873,0,0,0,10304,5376
12875,0,0,0,10296,5384
12876,0,0,0,10304,5376
12878,0,0,0,10303,5377
12879,0,0,0,10304,5376
12881,0,0,0,10303,5377
12882,0,0,0,10304,5376
12884,0,0,0,10303,5377
12886,0,0,0,10304,5376
12887,0,0,0,10303,5377
12888,0,0,0,10304,5376
12890,0,0,0,10272,5408
12890,0,0,0,10273,5407
12891,0,0,0,10305,5375
12893,0,0,0,10304,5376
12894,0,0,0,10305,5375
12897,0,0,0,10049,5631
12898,0,0,0,10305,5375
12900,0,0,0,10301,5379
12900,0,0,0,10309,5371
12901,0,0,0,10313,5367
