batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
4.2.0,0.000000,1090869.293818,1026350.260057,1027933.289418,1026349.259818,20097.171103,165350.954452,163846.310703,512,0,4407,4407,0,0,4407,0,194.504246,199.554741,1.000000,518258622.000033,40122586.431817,0.000000,0.000000,0.000000,0.000000
